,CL=F,BZ=F,NG=F,GC=F,SI=F,HG=F
2001-01-26,0.03410455560741563,,0.06194508328986328,0.007124043922451031,0.01003943678499815,0.014832723145123185
2001-01-29,0.032522791891161716,,0.05906974341029001,0.0071712922955719394,0.009934375511379859,0.014530975741242156
2001-01-30,0.03175877918595403,,0.06323303664263444,0.007078189455109459,0.009791987420281869,0.01430782905851099
2001-01-31,0.030043561777824662,,0.06522318950975703,0.007282600137930659,0.009660756008152306,0.014124125222074093
2001-02-01,0.028738575525668022,,0.06630837033411209,0.007184553892015432,0.009532070782610987,0.013977233764878609
2001-02-02,0.029645351746214358,,0.07346199648268448,0.007418194141437015,0.009405624916895755,0.013704503215494688
2001-02-05,0.031763525315263066,,0.07173163979993528,0.007404574881378851,0.009342538148083801,0.013521446233429293
2001-02-06,0.03105810229942433,,0.08492129701929231,0.007463532596544084,0.010162014982882231,0.013752108358244997
2001-02-07,0.02943995844361635,,0.0809564911227866,0.007521068299137356,0.010082921919205507,0.013486359579973692
2001-02-08,0.02916686692683939,,0.08086250373527439,0.007427656499795964,0.010140843766163593,0.013231046486334224
2001-02-09,0.027840493682383435,,0.07714726036210542,0.007648931062964495,0.010296697474581814,0.012976902561929094
2001-02-12,0.026920547459721104,,0.0735363926017186,0.007539431432595622,0.010145677998733747,0.012962371274700377
2001-02-13,0.02607740767063524,,0.07291958400156241,0.00745256902835407,0.009994282433901545,0.012734389652385098
2001-02-14,0.024858210735748155,,0.07029756449422081,0.007357705304367235,0.009848905360177958,0.012615096026027646
2001-02-15,0.02446054758688264,,0.07214683781405176,0.007298966208594145,0.009796290381866121,0.012405615224530233
2001-02-16,0.0254801628270915,,0.06890868249657124,0.008018886659637856,0.010207617345269631,0.012251114913416834
2001-02-20,0.024481358283757148,,0.06570254265258761,0.008257825147487156,0.010131739113548232,0.012039431884154938
2001-02-21,0.024160877334472558,,0.06481596695564558,0.008309486091556004,0.010583738982494277,0.01192476579014901
2001-02-22,0.02296979123786367,,0.06219499941551566,0.008330314813388357,0.010433798941408527,0.012608051645039307
2001-02-23,0.02203780441085745,,0.05931023780977865,0.008192598822102312,0.010276642089337358,0.012372962475769966
2001-02-26,0.021070682455604412,,0.056568697725760536,0.00826690455554606,0.010159267130633557,0.012234573986134097
2001-02-27,0.02107436552911037,,0.05423384060369381,0.008967510171344388,0.01002451938215257,0.012205816396682317
2001-02-28,0.020448166044701788,,0.053424624406546224,0.008882164052839859,0.00998760437030495,0.012011212325345326
2001-03-01,0.021153743274655717,,0.051048941170223475,0.008738290633254433,0.010259299726954316,0.012014045239234961
2001-03-02,0.020325513065587407,,0.04885459169014002,0.00868341886801093,0.010825866627169514,0.012117726782049027
2001-03-05,0.019510458485940293,,0.0469184122129862,0.008890285503728468,0.010715260541243528,0.011927735039651206
2001-03-06,0.020439112095456492,,0.04493192632840664,0.008733309310313376,0.010543008018346324,0.011922227272716985
2001-03-07,0.01982591890858764,,0.042951105357947605,0.00883902574872323,0.010384566946540018,0.01198629824493334
2001-03-08,0.020203279365529254,,0.04110147779440959,0.008752805668120095,0.010271910791148467,0.012038217321017446
2001-03-09,0.019993739033060315,,0.03944728128155567,0.009131179766619433,0.010393549524740711,0.012276640130162457
2001-03-12,0.02068171363241265,,0.039678414847361385,0.009856252841522726,0.010248880758441326,0.012113641627307886
2001-03-13,0.01984875704749045,,0.03829700271673479,0.00967630470760949,0.010848173294089604,0.011965413366226618
2001-03-14,0.020033551137213057,,0.037864062538246854,0.010205660454975103,0.010680718878834917,0.012006308319048031
2001-03-15,0.022543713334167586,,0.03665005107564098,0.01057127074113515,0.010517568216355919,0.011954333427933667
2001-03-16,0.02157664821246413,,0.03508666515175408,0.010552421155305816,0.011613004479422723,0.011747469121352126
2001-03-19,0.0205706300690712,,0.03406828766485805,0.010454364441311245,0.011568182112273118,0.01258902527692974
2001-03-20,0.020649906952562004,,0.03269558016372531,0.010319540722812642,0.011367909678185326,0.0125062382537015
2001-03-21,0.020029533073456833,,0.033707604122820985,0.010120087676792748,0.01129692385220406,0.012296913701029238
2001-03-22,0.021893156240344065,,0.03500589165291027,0.009970259679956657,0.011104748819086619,0.01228553776750691
2001-03-23,0.02115027818426983,,0.03486362652620557,0.009796285376952596,0.010930262982635594,0.012210130308248975
2001-03-26,0.022089059830228405,,0.03352697091195767,0.00960644570171078,0.010755746771466256,0.011997445473480863
2001-03-27,0.02110805724402702,,0.03224026617565455,0.009423363118697995,0.010615121167949463,0.011821845049610933
2001-03-28,0.02037777205508395,,0.03512290858509554,0.00927649525166739,0.01080889785523421,0.011848070733823877
2001-03-29,0.026340643601572317,,0.03565349375700873,0.009168463633605939,0.011065434572715922,0.012666624795874649
2001-03-30,0.025012861314429986,,0.034993846020583176,0.009032202158177169,0.011037636829262804,0.012439720137044615
2001-04-02,0.023760098776684252,,0.03648073678855209,0.008901625891584622,0.011051436035460297,0.012582763614024472
2001-04-03,0.024719268063180665,,0.035173177167424775,0.008949851070615454,0.010913218606759662,0.01238923408335906
2001-04-04,0.02455150690283747,,0.03368541934485484,0.008833299069512308,0.010732756851025213,0.012266559590342003
2001-04-05,0.025736201132720717,,0.032498199683898464,0.008759971882837577,0.010648418720950997,0.012042069680404409
2001-04-06,0.024472541439675227,,0.03414195724127865,0.008609852716363772,0.01051688156810521,0.011850083432011993
2001-04-09,0.02338803016723147,,0.03279551831049414,0.008583199396417407,0.01040362394677401,0.012670377796393593
2001-04-10,0.02245957460305698,,0.031801369429980374,0.008553961418683724,0.01029581057240036,0.012729860154179118
2001-04-11,0.024900680364922455,,0.03080495559013281,0.008451055743861836,0.010150895484865204,0.01272382412415077
2001-04-12,0.023912692726082763,,0.031183388320687788,0.008373707587949105,0.01022690373786244,0.0125147031055036
2001-04-16,0.022741997764885807,,0.02990926852793109,0.008299116126697849,0.010075145428550028,0.012292769483149422
2001-04-17,0.022415847517198287,,0.02963500180846133,0.008524532565721924,0.010607069354273102,0.012069592118019324
2001-04-18,0.022247475437775357,,0.03220471600131502,0.008570084389908922,0.011063366575134608,0.011893063001808233
2001-04-19,0.02146510608283569,,0.03143115391290468,0.008421983130256811,0.010877882423082734,0.013022213145094346
2001-04-20,0.02052024956932639,,0.030233185730606543,0.00883243523677429,0.011147800558123035,0.013183481083640987
2001-04-23,0.02063454330355268,,0.029028042564438278,0.00868622783593086,0.01098624732432696,0.012946169590233054
2001-04-24,0.020026475535950602,,0.027876571669246578,0.008583874887770668,0.010802363456054908,0.013485408285132108
2001-04-25,0.02109442451962381,,0.026943333577922245,0.008438344287022649,0.010644500971043771,0.013255406868528899
2001-04-26,0.0206971567863016,,0.02688654098493242,0.008412984006935204,0.01129028194955991,0.013016286765861302
2001-04-27,0.023586447532761755,,0.026214970721377736,0.008405940252131469,0.011110979689814369,0.012846366899479298
2001-04-30,0.02252581500531007,,0.025274147490674848,0.008276360484574932,0.010971516722689369,0.012606026771155106
2001-05-01,0.021534626629916277,,0.026682061212427412,0.008138903236027584,0.010957266491817387,0.012532561234050095
2001-05-02,0.02115671864237437,,0.02591328494099446,0.00801046758338789,0.010882127839331195,0.012459094208825485
2001-05-03,0.02394247319639288,,0.027071938640311523,0.00791546118949966,0.01071366264642074,0.012630926449231106
2001-05-04,0.023855901873719262,,0.02618602157380963,0.00781759991979781,0.010654302078791282,0.012433071883718585
2001-05-07,0.02271128128494556,,0.025328222445712072,0.00770121302922324,0.010484446758069373,0.012373979295804194
2001-05-08,0.022669689334320595,,0.029972064316459775,0.007586493973415672,0.010462611098680108,0.01215143101028692
2001-05-09,0.022050274726947445,,0.02889479902364782,0.0075240073164729105,0.010311032978007643,0.012708624424865207
2001-05-10,0.023007886580312862,,0.02833105013233523,0.008298602644337088,0.01098443528300722,0.012584596560015681
2001-05-11,0.022106841524767402,,0.029111021237214908,0.008195587524319621,0.011276654529006263,0.012403501994995753
2001-05-14,0.02105832689070529,,0.0283947830263597,0.008122259862551932,0.011103166759409557,0.012248333039546937
2001-05-15,0.020149654736883082,,0.02841427682123131,0.007994335697358019,0.010972090215883301,0.0122612545789198
2001-05-16,0.01944680282251324,,0.03223306242443925,0.007870911559283216,0.01095974368713962,0.012037252397562028
2001-05-17,0.018655020525719896,,0.039122376770376076,0.008281793479580846,0.013008981152284924,0.011822240708303636
2001-05-18,0.017869153509678236,,0.03759254717819889,0.008224365683295806,0.012850112434774989,0.012101430400389256
2001-05-21,0.02014868724892657,,0.03608846922857528,0.012956301520301796,0.01322957149923867,0.012981452687753811
2001-05-22,0.019252942220854073,,0.03693749638780271,0.012748240445504856,0.01302915481779922,0.013287501725063076
2001-05-23,0.01861584361599682,,0.03535941844132428,0.012459842154058376,0.012800880380019737,0.013360006901645365
2001-05-24,0.017927674628424314,,0.033866316126070675,0.012232627699025216,0.012574508833804433,0.013101960429390207
2001-05-25,0.021521166896328606,,0.0327479720451018,0.01242621677305875,0.012506266396068276,0.01288217059748628
2001-05-29,0.02052110773273788,,0.03198912596198478,0.012182824743810034,0.012422747855442475,0.012646207461941944
2001-05-30,0.019807803722566634,,0.035795457121706314,0.012317954054389048,0.012345949981219278,0.014138669045730816
2001-05-31,0.01898022236196485,,0.03911659932985752,0.013582636616936102,0.01310398170248122,0.013893452638528614
2001-06-01,0.018294595322592273,,0.03777314513170472,0.013269897348130982,0.01291764139981267,0.013708364276910294
2001-06-04,0.018264427370646936,,0.03615771713101414,0.012985539772685163,0.01268000944354471,0.013501741486835053
2001-06-05,0.0176291017164947,,0.036129798575962664,0.012746499114152094,0.013227469278819013,0.013239421356015168
2001-06-06,0.016953527225463217,,0.03712274164112846,0.012467272769549358,0.012968846929678882,0.013240485758655034
2001-06-07,0.0173863429892712,,0.03625142439575163,0.012184812266283603,0.012713326881601629,0.013157235194829022
2001-06-08,0.01669765742062665,,0.03471361038405748,0.011912447187639183,0.012469582582347403,0.012935046530288914
2001-06-11,0.01758585182893644,,0.03477695698312239,0.012929923345504064,0.01236054912523263,0.01379575462832503
2001-06-12,0.01822904024128018,,0.03834805185485374,0.013336684045196091,0.012239276254918097,0.013530094059635685
2001-06-13,0.017524669526624598,,0.03767057882108755,0.013302247160258877,0.012172286723566184,0.013307894477750416
2001-06-14,0.01726555475816777,,0.03853402611605327,0.012996670403368691,0.012113998337495215,0.013105811491911628
2001-06-15,0.016707807562938565,,0.037278565299250666,0.012927238065169391,0.012202606273000993,0.012881683665757053
2001-06-18,0.017156550678442933,,0.03595867849409881,0.013022911511101713,0.012444857981830584,0.012855602260184968
2001-06-19,0.019824084157525557,,0.03456611532106044,0.012750531260844116,0.01225685468366803,0.012615280908473964
2001-06-20,0.01896958690360091,,0.033250005368086144,0.012477883420482592,0.012079249383353538,0.012476396790888808
2001-06-21,0.021578432756538014,,0.03704622367230538,0.012222912564269963,0.01218704135282327,0.012593995196190247
2001-06-22,0.020575162875862838,,0.03545510491924781,0.011948456934860739,0.01201411346639138,0.012496730655758152
2001-06-25,0.019871359356358254,,0.033950335947125126,0.01168640619300204,0.011826265666097211,0.01241627441451798
2001-06-26,0.019571961864024302,,0.040967177327008955,0.011472285766589771,0.01161450304782912,0.012188501343320017
2001-06-27,0.01900410927170326,,0.0394125734527743,0.011367862236922995,0.01169207069561256,0.012006345690515195
2001-06-28,0.024665783637292025,,0.041409501004106446,0.011562858031622339,0.011659453333850765,0.011955813915197679
2001-06-29,0.023446820756073045,,0.04002640866661491,0.011523675121169094,0.011468295025723376,0.012541484760933686
2001-07-02,0.023781117624707405,,0.04188845244372084,0.011310023719785213,0.011266593431413716,0.01235516157137393
2001-07-03,0.02292992863026871,,0.04008443962825924,0.011109347575940263,0.011100794124449745,0.012319371654825542
2001-07-05,0.022076249969457774,,0.03913553076646091,0.010968430824759269,0.011059315240605333,0.012249719064680102
2001-07-06,0.02291337581311708,,0.03795262935420432,0.010922021536078762,0.011031092722813256,0.01223769504213834
2001-07-09,0.02562973971230392,,0.037471526649436385,0.010704669090866384,0.010936774569909036,0.012119183758269031
2001-07-10,0.02537394180654372,,0.036699643071824814,0.010487809016373402,0.010818999787459323,0.011916156090327024
2001-07-11,0.024128160082353786,,0.0371084630477742,0.010275201393364857,0.010702900878432554,0.011959769694828268
2001-07-12,0.023385892839860256,,0.03627770546286451,0.010185435642393848,0.010531230407261238,0.011807889406952175
2001-07-13,0.022568425450473485,,0.035155265911639894,0.010074409041859253,0.010374833535743646,0.01184665142837279
2001-07-16,0.021649841840174867,,0.03733829764017207,0.009876798126109395,0.010433954744805211,0.011648473169527208
2001-07-17,0.02164639966040951,,0.039762464237797855,0.009683495956949631,0.011431639186983,0.01145673252182896
2001-07-18,0.021535978992148794,,0.03913768620037189,0.00953333244035699,0.011407491967485616,0.011663801469608248
2001-07-19,0.022296204139178086,,0.0381983552244013,0.009502952962667297,0.011400107260216239,0.012049649641517318
2001-07-20,0.021391366192455314,,0.039460559854385485,0.009357673057808309,0.011473444176358096,0.012294561619509743
2001-07-23,0.02318679465773413,,0.03776896860641359,0.009185625725597373,0.011271407239102433,0.012157624513599682
2001-07-24,0.022946095859410275,,0.03620515663263181,0.00906059129254596,0.011125374559493148,0.012535203661964112
2001-07-25,0.02193914246360973,,0.03466814802762185,0.008915717965395933,0.010936299184415047,0.012307208679262821
2001-07-26,0.02178556315770755,,0.04436346182532125,0.008901068796373089,0.010850324543209578,0.012088564783461842
2001-07-27,0.02081189715693432,,0.04464164752808119,0.008826592287594,0.01068148355179392,0.01188755474820291
2001-07-30,0.02012130550573821,,0.04280140707297161,0.008711304751732887,0.010564008768433632,0.011826558079515674
2001-07-31,0.01980271491313272,,0.04432652625284228,0.008847826144679698,0.010416776873609188,0.011615905140325077
2001-08-01,0.019248518651417874,,0.04267414001041334,0.00876866070768434,0.010307903148135924,0.011473821479131866
2001-08-02,0.0190366510036427,,0.04560397293187688,0.008655792958354185,0.010156290399565684,0.01137219533903056
2001-08-03,0.021152792473441654,,0.04482028570205515,0.00850427870644651,0.010005477117829484,0.011308485747889624
2001-08-06,0.020209357526464595,,0.048002330989435106,0.008364230968034007,0.009867200362106372,0.011205953638190684
2001-08-07,0.019337971877956918,,0.04616547725807614,0.008252124205991591,0.00990617399505364,0.011179018941404455
2001-08-08,0.0186145370265444,,0.04446176170997233,0.008115592947246635,0.009824510859802557,0.011009311860154396
2001-08-09,0.01844567463783755,,0.04295840920299001,0.00799832478724616,0.009747195836465045,0.011088714150470183
2001-08-10,0.017699098227388396,,0.041850889944578286,0.008893757636401753,0.010251625717372585,0.011084942811694056
2001-08-13,0.017567674720341084,,0.0408614329315441,0.008738647773930013,0.0107730789414141,0.011041558524756334
2001-08-14,0.017090578539812818,,0.0392885562288816,0.008679860098514944,0.010597351424410153,0.010955185681288665
2001-08-15,0.016544168303755477,,0.0387060375840878,0.008535711794157115,0.010831920941200945,0.011056715983782885
2001-08-16,0.01678078866639632,,0.050440032266247596,0.008404432881206975,0.010950296887522087,0.011042208816409368
2001-08-17,0.01620410360518948,,0.0490993348781542,0.00827403344116981,0.011041927296272937,0.011173026949862053
2001-08-20,0.01841540768515961,,0.04716792259925788,0.008669945588910526,0.011412661166934061,0.01250699400450074
2001-08-21,0.01873474345873258,,0.046334263208010616,0.008864248859231165,0.012698679651228012,0.012625671780373071
2001-08-22,0.019457089080417714,,0.044301408014984126,0.008750625841441482,0.012632504618350898,0.012472928823558225
2001-08-23,0.025508827258293683,,0.0532333730170586,0.008596509689810966,0.012420374779449704,0.01235412178951712
2001-08-24,0.024394588804735093,,0.05093345413201678,0.008450139185001333,0.012199737470901442,0.012364084839324004
2001-08-27,0.023377551779620934,,0.04997071800019837,0.008588726576620994,0.012093531664230541,0.012146758398004371
2001-08-28,0.022423483811220835,,0.0512309182634792,0.008439447861542236,0.01188515953680328,0.012454941552389893
2001-08-29,0.022100900217207474,,0.05118875799208313,0.00830107993349314,0.01169281544209467,0.012322140520652742
2001-08-30,0.021110774216211516,,0.049914806919381674,0.008222909253705238,0.01148301162275382,0.012203088083353566
2001-08-31,0.02103126797344047,,0.04814451094173254,0.008178059940628925,0.011367913296037487,0.012672622028513929
2001-09-04,0.02141145837376704,,0.04601205261442022,0.008086223397036409,0.011173904147172344,0.012461690136919367
2001-09-05,0.020682722249662295,,0.044033628418640364,0.008252579401810045,0.011036907892592793,0.012353815365435955
2001-09-06,0.019738636549066463,,0.04274925217902651,0.008119464853509813,0.010857084704867794,0.012144578701393212
2001-09-07,0.020172026428793885,,0.04092255655826386,0.008017901120990333,0.010678314898991147,0.0124226393800762
2001-09-10,0.019892059985558416,,0.03978205047974512,0.007890407644750401,0.010508691674120232,0.012463621699206055
2001-09-17,0.0195844008612891,,0.04033189019984971,0.007861402076823412,0.010362158174693588,0.012234591876280272
2001-09-18,0.022829888391762667,,0.0386802726261711,0.015442110094212768,0.015630073977719684,0.012016476062354654
