,CL=F,BZ=F,NG=F,GC=F,SI=F,HG=F,ZC=F,ZW=F,ZS=F,XLE,XLB,XLI,GDX,SIL,JETS,IYT,XOM,CVX,FCX,NEM,APA,OXY,TECK,SM,TGB,GORO,SPY,QQQ,IWM,IJH,MGC,^VIX,DX-Y.NYB,^TNX
GDX,0.2130887974470873,0.19789026869872292,0.03886329121514648,0.6629762916027195,0.6194416917901635,0.33259164109015593,0.12719009102835563,0.11059239672587932,0.14826140932317855,0.295450293487128,0.39007182267094126,0.22028208764598187,1.0,0.9130175384108857,0.0865781036504651,0.16455459158440783,0.2245072163102975,0.2525340316082321,0.47405855086325943,0.8722998530229149,0.24486469651850284,0.27105739503901494,0.4385588003183248,0.22729924421086814,0.43342229288477885,0.12016999146644897,0.24591395024230212,0.2222507692752226,0.24682236178635425,0.2597392363541954,0.2207912784328602,-0.20103440439319537,-0.4133331764044796,-0.12191059425374715
SIL,0.20393905509158605,0.186202721043898,0.022936147755701488,0.6293314873803061,0.6586742089202501,0.36958251007089404,0.09110669195738763,0.10755517442847765,0.13805269509376994,0.2819767855611898,0.40604766853963514,0.2619024304842622,0.9130175384108857,1.0,0.16780692525804022,0.20821088770520083,0.2175488802433945,0.24870118430912455,0.4893426857352833,0.7770688270720866,0.22665511467694915,0.24404128731182317,0.4753323698777096,0.21986965066276487,0.4520154479963887,0.14059323225381787,0.296630508306398,0.2702899123122937,0.30787237399570544,0.3020929569106929,0.290255356755086,-0.24597928556781296,-0.4249993319912028,-0.10033503440148772
JETS,0.01299299620182202,0.025211413180758365,-0.008178565491343682,-0.028274757783425145,0.08565310067312373,0.21785414670653772,0.026111568970838776,0.009083800701153713,0.06788177336850792,0.3243859698220299,0.5563407183352586,0.654139438402395,0.0865781036504651,0.16780692525804022,1.0,0.7313435633621393,0.251567782156517,0.2745454246564347,0.41104015707499625,0.08100309892955665,0.26117231410714775,0.2513034685065118,0.36377205450971634,0.23113549494247754,0.30115461886593264,0.013745083447476067,0.5887184496821866,0.4832523941677111,0.6695994773232187,0.6764760188586639,0.5613780586368035,-0.4905901930585503,-0.12669431864199834,0.15437134293670424
IYT,0.12991180102381988,0.16853746922997068,0.015143134274807494,-0.0076189034201342,0.08926482194079315,0.22391295096706337,0.05944458045410444,0.04995396224945424,0.09584319144339687,0.49575442182071433,0.7156992152511462,0.8409839106264675,0.16455459158440783,0.20821088770520083,0.7313435633621393,1.0,0.4317725931560133,0.4402402217559265,0.49143187745448247,0.1667865235607796,0.4090751257451479,0.4052442103762039,0.4399009570379701,0.3750347511180991,0.31306199291807724,0.025663848237073256,0.761155995106892,0.6556008974104414,0.7806571283604216,0.8129723392952656,0.7498515556592439,-0.6200043157565241,-0.11780491206446132,0.24309773056474523
XOM,0.43778677515625414,0.4765111947448733,0.12882235141745713,0.07017928626525298,0.13029553920150222,0.2351159159314118,0.11576017832390045,0.09424491265256013,0.14993331190550688,0.8488334062490742,0.5234220239639427,0.49436335008513743,0.2245072163102975,0.2175488802433945,0.251567782156517,0.4317725931560133,1.0,0.8077687059803936,0.4295319791016413,0.21018609941684074,0.6551951938481142,0.6989937048192869,0.4061467371893114,0.5422203347429626,0.2565168468760134,0.022087340439851253,0.5074491107182297,0.33510739373171017,0.46616383124956134,0.5030658498080596,0.4949137877201264,-0.4155325261581219,-0.09986343450335947,0.23841832517259773
CVX,0.46318386978358944,0.4922158409723043,0.14619702782167407,0.08574861735091499,0.1486362638932164,0.2592899707430285,0.12453216459181157,0.10185208033150221,0.15451644947922766,0.8632106043403278,0.5366846487278742,0.4951078714738768,0.2525340316082321,0.24870118430912455,0.2745454246564347,0.4402402217559265,0.8077687059803936,1.0,0.45070497725386127,0.23327834838695047,0.6788509861984885,0.7135707854192339,0.4310795055003205,0.5654993351996453,0.2759756307479884,0.036323470534780834,0.5031498391009981,0.33489158948580283,0.47389984443298944,0.5120067586644291,0.5141844724708484,-0.41365419285632266,-0.1314269103422405,0.2284882664093229
FCX,0.2959223273284086,0.33505797158145123,0.0702486434292273,0.27005028654821245,0.35335974817904015,0.5067468192521427,0.13429979176097118,0.10879509209230344,0.1808886458362492,0.5285647378421879,0.6442905401590225,0.48962977388503454,0.47405855086325943,0.4893426857352833,0.41104015707499625,0.49143187745448247,0.4295319791016413,0.45070497725386127,1.0,0.4567429244141521,0.452381791427589,0.4698809261995477,0.6755987739828576,0.4082237058279502,0.46071441439024297,0.09814740267827997,0.48626507277498304,0.4041204984041207,0.5020442726250546,0.5251711220371323,0.5389966574356938,-0.4084248639871788,-0.26312924860029047,0.17683227141925087
NEM,0.17069051583715994,0.16779924913790464,0.045592924568254,0.57675974605756,0.5109882759280383,0.2507356574253208,0.08671478922891139,0.08029557175971974,0.10548716064624383,0.26323956407065285,0.33788342162200546,0.16300731846710434,0.8722998530229149,0.7770688270720866,0.08100309892955665,0.1667865235607796,0.21018609941684074,0.23327834838695047,0.4567429244141521,1.0,0.21301587236568234,0.24074871708158346,0.3789897134327283,0.1801980105270743,0.3177371950356769,0.12532786272089877,0.18040868181579806,0.14305901932605694,0.1875532927436227,0.20117062290617074,0.21627954107071187,-0.14833836619461613,-0.34370785842492335,-0.10179317506841797
APA,0.5182015536729647,0.5404821246370773,0.20893616636650494,0.09391808649695065,0.1545303670591225,0.26165644246338887,0.13663469722024316,0.11666265236147476,0.16478211203989124,0.8182468082947588,0.4694327684126182,0.42373596429965193,0.24486469651850284,0.22665511467694915,0.26117231410714775,0.4090751257451479,0.6551951938481142,0.6788509861984885,0.452381791427589,0.21301587236568234,1.0,0.7386068732096254,0.43982735457300903,0.68113685922442,0.291204015421574,0.04050507852573451,0.41031587320460466,0.2855928517459388,0.443151935659474,0.4766635542972761,0.4385275537403992,-0.3436810222138346,-0.1289767673376909,0.2195617093995435
OXY,0.5083419060371137,0.5336927249087466,0.1658930020992683,0.1099617608833876,0.16894705700036283,0.2624246765409422,0.1347153841429692,0.11178877088771065,0.15699716387328488,0.8260182190492819,0.5040591623705619,0.44283315265148926,0.27105739503901494,0.24404128731182317,0.2513034685065118,0.4052442103762039,0.6989937048192869,0.7135707854192339,0.4698809261995477,0.24074871708158346,0.7386068732096254,1.0,0.4419365475963776,0.6338468613968717,0.2873140324930732,0.039391153555017454,0.4432301999550076,0.30780657071399686,0.4509748438588441,0.48130837446875613,0.4556300713633081,-0.3672858510513023,-0.1468913316131447,0.22027663560624178
TECK,0.3023215234606168,0.3285513333083844,0.08006846892628583,0.2481418364137084,0.32383291553375537,0.47722749317801794,0.1433335415668655,0.11768563343012063,0.1818822853142916,0.5042684230520338,0.5691783490747315,0.46256889735934453,0.4385588003183248,0.4753323698777096,0.36377205450971634,0.4399009570379701,0.4061467371893114,0.4310795055003205,0.6755987739828576,0.3789897134327283,0.43982735457300903,0.4419365475963776,1.0,0.4057953307907996,0.48847458629634316,0.09436840952203504,0.4559546557100331,0.3826731190561216,0.46117004761341546,0.48917228531588686,0.49470810227658024,-0.38739929154060504,-0.27547782524980685,0.1751052748267848
SM,0.4933230166055039,0.5307889573288723,0.1917133071692667,0.08374587241092632,0.144434723088674,0.23835774902697943,0.12789920335183122,0.0996740107147396,0.15178016617470427,0.6963096532253721,0.4247620931501654,0.3885625449285229,0.22729924421086814,0.21986965066276487,0.23113549494247754,0.3750347511180991,0.5422203347429626,0.5654993351996453,0.4082237058279502,0.1801980105270743,0.68113685922442,0.6338468613968717,0.4057953307907996,1.0,0.2736713677190779,0.051510296476769586,0.38637538928204235,0.2938855862569278,0.44776622385324866,0.46498467123653375,0.3953740312813863,-0.3236043026833933,-0.11313289835294327,0.19947001381113183
TGB,0.24836848440636358,0.28847220504437143,0.05780511325844438,0.26444467555495144,0.32407854573627837,0.40860536361218525,0.10511011150017112,0.08749085619285449,0.13677384382726723,0.3225228715685918,0.366978616798236,0.2882453369430697,0.43342229288477885,0.4520154479963887,0.30115461886593264,0.31306199291807724,0.2565168468760134,0.2759756307479884,0.46071441439024297,0.3177371950356769,0.291204015421574,0.2873140324930732,0.48847458629634316,0.2736713677190779,1.0,0.07003796686629042,0.28913575665296976,0.24839776934310207,0.3075119937357643,0.3134617886789615,0.38093448835464383,-0.24384424088164577,-0.237803217776763,0.1054790956391714
GORO,0.04974994204416617,0.04418573848435913,-0.007723315814508349,0.12739525503775173,0.1300742092448641,0.08190372989301908,0.04729042939475303,0.03659373603022686,0.04598342460373844,0.04086048233316433,0.06996045322235972,0.03606500456023033,0.12016999146644897,0.14059323225381787,0.013745083447476067,0.025663848237073256,0.022087340439851253,0.036323470534780834,0.09814740267827997,0.12532786272089877,0.04050507852573451,0.039391153555017454,0.09436840952203504,0.051510296476769586,0.07003796686629042,1.0,0.046928797888051696,0.04575405876709233,0.039724044092455994,0.03772689580554132,0.04490943383674328,-0.053492120509682516,-0.08085464210556835,0.02135874392157642
SPY,0.16399871873678135,0.22819374761187297,0.027293960650711865,0.006836454672833475,0.10736651504689242,0.25719696459599783,0.06735572334402672,0.053219198938647454,0.10332993313934283,0.5472929445242796,0.738062638754382,0.8386276144862624,0.24591395024230212,0.296630508306398,0.5887184496821866,0.761155995106892,0.5074491107182297,0.5031498391009981,0.48626507277498304,0.18040868181579806,0.41031587320460466,0.4432301999550076,0.4559546557100331,0.38637538928204235,0.28913575665296976,0.046928797888051696,1.0,0.8716103810173417,0.8547459307488728,0.8815425043150341,0.9897741184204949,-0.7728564659094205,-0.09551359013115605,0.2420940032388018
QQQ,0.10495933451837723,0.17003005014031827,0.013996041287159663,-0.006840203103419493,0.084385070052636,0.2128385899473721,0.046441080242137944,0.04179718688099026,0.0795658580302208,0.38127065824410794,0.5860263932522897,0.6830305774780232,0.2222507692752226,0.2702899123122937,0.4832523941677111,0.6556008974104414,0.33510739373171017,0.33489158948580283,0.4041204984041207,0.14305901932605694,0.2855928517459388,0.30780657071399686,0.3826731190561216,0.2938855862569278,0.24839776934310207,0.04575405876709233,0.8716103810173417,1.0,0.7739584431146745,0.7742576382790928,0.9059361357712458,-0.6847508419726812,-0.06453621473215561,0.20143801245698875
IWM,0.16752623659281102,0.2253304001328017,0.02752689312183862,0.021399784230673374,0.11610301372546838,0.24985784334422179,0.05956201692220901,0.05447029876246755,0.10665375068692594,0.546484469527867,0.7253006485298433,0.7976960901688034,0.24682236178635425,0.30787237399570544,0.6695994773232187,0.7806571283604216,0.46616383124956134,0.47389984443298944,0.5020442726250546,0.1875532927436227,0.443151935659474,0.4509748438588441,0.46117004761341546,0.44776622385324866,0.3075119937357643,0.039724044092455994,0.8547459307488728,0.7739584431146745,1.0,0.942129087350851,0.8298324486969845,-0.6899496931036994,-0.0930764405775399,0.24247474895331184
IJH,0.19008984375835455,0.24476226248867158,0.04721145932033854,0.024524648263267432,0.12074924852940928,0.2698230540833328,0.070737018214256,0.05893168689394462,0.11835500183016856,0.5931770785821818,0.7752213407270482,0.845740564494299,0.2597392363541954,0.3020929569106929,0.6764760188586639,0.8129723392952656,0.5030658498080596,0.5120067586644291,0.5251711220371323,0.20117062290617074,0.4766635542972761,0.48130837446875613,0.48917228531588686,0.46498467123653375,0.3134617886789615,0.03772689580554132,0.8815425043150341,0.7742576382790928,0.942129087350851,1.0,0.8569080583554031,-0.7098637022659571,-0.0991646870277537,0.2537001912643828
MGC,0.23291313601287983,0.22700646574897881,0.04004064063321791,0.03432988015801662,0.14968427691786296,0.2940740641570696,0.06805486495915206,0.0666327764888207,0.11118007516099764,0.5616812384753933,0.7559767885813603,0.8305781154838898,0.2207912784328602,0.290255356755086,0.5613780586368035,0.7498515556592439,0.4949137877201264,0.5141844724708484,0.5389966574356938,0.21627954107071187,0.4385275537403992,0.4556300713633081,0.49470810227658024,0.3953740312813863,0.38093448835464383,0.04490943383674328,0.9897741184204949,0.9059361357712458,0.8298324486969845,0.8569080583554031,1.0,-0.773656141245668,-0.17604259501466088,0.26040439929827847
^VIX,-0.14423854974854214,-0.186084322419184,-0.017875310952278938,0.006130618134533944,-0.08274007695136833,-0.21337491924535332,-0.06663615055625488,-0.0475736163809439,-0.09694596202332675,-0.4552667237538934,-0.6095814094828512,-0.6700800748077628,-0.20103440439319537,-0.24597928556781296,-0.4905901930585503,-0.6200043157565241,-0.4155325261581219,-0.41365419285632266,-0.4084248639871788,-0.14833836619461613,-0.3436810222138346,-0.3672858510513023,-0.38739929154060504,-0.3236043026833933,-0.24384424088164577,-0.053492120509682516,-0.7728564659094205,-0.6847508419726812,-0.6899496931036994,-0.7098637022659571,-0.773656141245668,1.0,0.05488721653193539,-0.21315127377109333
DX-Y.NYB,-0.15790272563479368,-0.17027200217769584,-0.04447859539635516,-0.4268051132845247,-0.37806253550964947,-0.25639685651109256,-0.10168227565815091,-0.10605487387169975,-0.13529856179890035,-0.14044218258788393,-0.17435993735069993,-0.08460304982693063,-0.4133331764044796,-0.4249993319912028,-0.12669431864199834,-0.11780491206446132,-0.09986343450335947,-0.1314269103422405,-0.26312924860029047,-0.34370785842492335,-0.1289767673376909,-0.1468913316131447,-0.27547782524980685,-0.11313289835294327,-0.237803217776763,-0.08085464210556835,-0.09551359013115605,-0.06453621473215561,-0.0930764405775399,-0.0991646870277537,-0.17604259501466088,0.05488721653193539,1.0,0.15198784449471214
^TNX,0.18218033147940077,0.2224313495968345,0.02591541888359693,-0.18833422460805957,-0.07151897805334448,0.14162937542023935,0.05611657094356753,0.04668435045875003,0.07932545595846244,0.2572051768924354,0.22523182626410004,0.26493795849873947,-0.12191059425374715,-0.10033503440148772,0.15437134293670424,0.24309773056474523,0.23841832517259773,0.2284882664093229,0.17683227141925087,-0.10179317506841797,0.2195617093995435,0.22027663560624178,0.1751052748267848,0.19947001381113183,0.1054790956391714,0.02135874392157642,0.2420940032388018,0.20143801245698875,0.24247474895331184,0.2537001912643828,0.26040439929827847,-0.21315127377109333,0.15198784449471214,1.0
