,trend,seasonal,residual,ticker
2000-10-27,32.46916306530269,-1.395022367782468,1.6258600654192321,CL=F
2000-10-30,32.431906500814854,-1.5546920978192653,1.9327869702954246,CL=F
2000-10-31,32.394664440958415,-1.5991507887007803,1.8944849744513519,CL=F
2000-11-01,32.35743700193,-1.1300416771776511,1.9726054381871023,CL=F
2000-11-02,32.3202242941439,-1.142823853616163,1.36260047499961,CL=F
2000-11-03,32.28302642237973,-0.4794065351832919,0.7963785869246607,CL=F
2000-11-06,32.24584348727336,-0.6574970812370622,1.2716542043152614,CL=F
2000-11-07,32.208675586562656,-0.20879631895895434,1.4001222582752035,CL=F
2000-11-08,32.17152281429201,-0.8640912162141029,1.982569317449439,CL=F
2000-11-09,32.13438525997088,-1.1429749534943876,2.9585904564629644,CL=F
2000-11-10,32.09726300684385,-0.48767465859634573,2.4804118043403847,CL=F
2000-11-13,32.06015612995095,-0.5648378376504027,2.9346820128752356,CL=F
2000-11-14,32.02306469628983,0.14152027680419677,2.685413501027071,CL=F
2000-11-15,31.98598876427809,0.43901459452004543,3.1749951153229574,CL=F
2000-11-16,31.94892838373456,0.22019088470946263,2.880879968616526,CL=F
2000-11-17,31.91188359521548,0.3921838188115374,3.2959310600940768,CL=F
2000-11-20,31.87485443007775,0.4949463940163482,2.8502003966090292,CL=F
2000-11-21,31.837840910038597,0.5895936376589187,2.722566978181387,CL=F
2000-11-22,31.800843047749915,0.9614503264312338,2.6377081516977583,CL=F
2000-11-24,31.76386084718998,1.4549774219646638,2.181163256724261,CL=F
2000-11-27,31.726894304022714,1.6991180546301694,1.953988709462351,CL=F
2000-11-28,31.689943406523096,0.6545951266710679,1.9054614668058356,CL=F
2000-11-29,31.65300813618464,1.1694189777838675,1.8075739541467257,CL=F
2000-11-30,31.616088467918786,0.25104004595958296,1.9328707231821767,CL=F
2000-12-01,31.57918437015165,-0.8097342867287931,1.2805491536376863,CL=F
2000-12-04,31.542295804897662,-1.1903921359575502,0.9480955681204364,CL=F
2000-12-05,31.505422729083318,-2.6018144503676295,0.6463909583448562,CL=F
2000-12-06,31.468565095639264,-2.3006864720141533,0.6821217578446195,CL=F
2000-12-07,31.431722854221242,-2.7735133926365036,0.7017911487668229,CL=F
2000-12-08,31.39489595124259,-2.627176645629042,-0.2677193056135465,CL=F
2000-12-11,31.35808433027151,-2.122537032271335,0.21445346493927886,CL=F
2000-12-12,31.321287933716977,-1.756211557029499,0.12492415737013829,CL=F
2000-12-13,31.28450670236212,-2.3665903848913614,-0.41791631747075897,CL=F
2000-12-14,31.247740575545535,-2.7992348810572802,-0.548506075957981,CL=F
2000-12-15,31.21098949234756,-1.8260987140632912,-0.5348903968145429,CL=F
2000-12-18,31.17425339210377,-1.0303592375832569,-0.4938945359902398,CL=F
2000-12-19,31.137532214409525,-0.9208901879606151,-1.4166427893883622,CL=F
2000-12-20,31.10082589947019,-3.2208368595979895,-2.209988963578258,CL=F
2000-12-21,31.064134390256207,-3.3000546841998117,-1.7140804689958493,CL=F
2000-12-22,31.027457634219967,-3.456644408386259,-1.3908129206579254,CL=F
2000-12-26,30.99079558262845,-2.5858232846272924,-1.7549726794708853,CL=F
2000-12-27,30.954148189914726,-3.0008904931263656,-1.5032569338489061,CL=F
2000-12-28,30.917515414110447,-2.8508563296346163,-2.216658703006104,CL=F
2000-12-29,30.880897216894475,-2.6396365966507647,-1.4412613831831642,CL=F
2001-01-02,30.844293564453295,-2.4912545656860186,-1.1530382358278217,CL=F
2001-01-03,30.807704426279447,-2.2016739753443275,-0.656029687995666,CL=F
2001-01-04,30.77112977404104,-2.0369904149565663,-0.53413859614502,CL=F
2001-01-05,30.734569580426715,-2.3650542196545574,-0.36951536077215863,CL=F
2001-01-08,30.698023818578616,-3.171778101403437,-0.17624533570545253,CL=F
2001-01-09,30.661492461604357,-2.8959846606719464,-0.045508487577919254,CL=F
2001-01-10,30.624975482033786,-1.5514083260281781,0.42643284399439096,CL=F
2001-01-11,30.588472851212853,-1.6626938705324004,0.5742210193195483,CL=F
2001-01-12,30.55198453820376,-1.106927288770151,0.6049419876269369,CL=F
2001-01-16,30.51551050920409,-1.0962917572432067,0.9307816295088429,CL=F
2001-01-17,30.479050727199734,-1.425709151256576,0.5966580425871157,CL=F
2001-01-18,30.44260515141918,-0.6386779913702181,0.6460736028904925,CL=F
2001-01-19,30.406173737730455,0.5513366833867648,1.1424880530038735,CL=F
2001-01-22,30.36975643840331,0.5477580696360334,1.0824854919606572,CL=F
2001-01-23,30.333353201083295,-1.0052881878744229,0.2419346816153478,CL=F
2001-01-24,30.29696396898618,-1.5290547474126885,0.2820900154870536,CL=F
2001-01-25,30.260588682452617,-1.11369588842287,0.2131078163218163,CL=F
2001-01-26,30.224227279248556,-0.4784390623900027,0.03421246978695436,CL=F
2001-01-29,30.187879694707508,-0.9536663077032164,-0.17421392106190936,CL=F
2001-01-30,30.151545862157104,-0.8914739749266577,-0.20007242128806269,CL=F
2001-01-31,30.115225713375143,-1.0524594284556057,-0.3627655219800836,CL=F
2001-02-01,30.078919178775195,-0.21023359792614915,-0.06868634378849947,CL=F
2001-02-02,30.042626187550102,1.0170695449720561,0.1903042674778419,CL=F
2001-02-05,30.006346667003204,0.8291506328978866,-0.335497299901089,CL=F
2001-02-06,29.970080542094866,0.5909586328566641,-0.211038793481805,CL=F
2001-02-07,29.93382773622159,1.432832123627004,-0.16665909690914305,CL=F
2001-02-08,29.89758817115699,1.8387504605713623,-0.17633916578596853,CL=F
2001-02-09,29.861361766852315,1.4942709510441587,-0.305633480835926,CL=F
2001-02-12,29.825148441437335,0.9791031619088737,-0.2542523662856624,CL=F
2001-02-13,29.78894811139368,0.5507654342770826,0.00028660691712900643,CL=F
2001-02-14,29.752760691333858,0.12591817541831896,-0.12867886675217832,CL=F
2001-02-15,29.716586093470497,-0.44556496911429905,-0.4710218872956524,CL=F
2001-02-16,29.68042422783683,-0.4835895522442828,-0.036834828180438706,CL=F
2001-02-20,29.644275002742294,-0.45772384248264825,-0.6065512365535923,CL=F
2001-02-21,29.608138324296785,-0.49820651715548875,-0.5599325700807505,CL=F
2001-02-22,29.572014097227576,-0.110601679963724,-0.6414127224396324,CL=F
2001-02-23,29.535902225053313,0.010874051284627484,-0.5467762763379405,CL=F
2001-02-26,29.499802610121463,-0.2629844892272426,-0.7968175868366032,CL=F
2001-02-27,29.46371515352728,-0.18451759502530768,-1.1591967192685715,CL=F
2001-02-28,29.427639755686574,-0.5723775392695754,-1.4352621401230543,CL=F
2001-03-01,29.39157631726486,-0.1217926266603338,-1.6197840720742533,CL=F
2001-03-02,29.355524739964867,0.021296304659586596,-1.5368208920365625,CL=F
2001-03-05,29.319484926977058,0.8161023051161973,-1.5355868506235275,CL=F
2001-03-06,29.283456782924688,0.5018704036020905,-1.4853279494662317,CL=F
2001-03-07,29.247440213809075,0.7296448389156808,-1.0270842897853036,CL=F
2001-03-08,29.211435126698902,0.5006333738653261,-1.2220687294460646,CL=F
2001-03-09,29.175441428898786,-0.13528373751473738,-1.2401584543235025,CL=F
2001-03-12,29.13945902810016,-0.24619273410079362,-0.8932662939993641,CL=F
2001-03-13,29.103487832327342,-0.7326271726636562,-0.9208598967242345,CL=F
2001-03-14,29.06752774924142,-1.6680675829180576,-0.9494594033839121,CL=F
2001-03-15,29.03157868599694,-1.3524129328037717,-1.0291661346628942,CL=F
2001-03-16,28.99564054931244,-1.070443094889244,-1.2251966914837453,CL=F
2001-03-19,28.959713245709445,-1.6699580360848745,-1.1097549044487884,CL=F
2001-03-20,28.923796681862797,-1.424206409680064,-1.5995906536524593,CL=F
2001-03-21,28.887890764691978,-0.4890161089454962,-1.5988754186859353,CL=F
2001-03-22,28.851995402283226,-0.5143717105716534,-1.8176232339479022,CL=F
2001-03-23,28.81611050426285,0.18524909259985467,-1.7013603598021554,CL=F
2001-03-26,28.78023598220625,0.2886783110307143,-1.6089152087643086,CL=F
2001-03-27,28.744371749510663,0.3232218940611756,-1.3175936435718398,CL=F
2001-03-28,28.708517721036017,-0.7737458522184493,-1.6847718688175668,CL=F
2001-03-29,28.672673812669608,-0.9337678541250827,-1.388905577074798,CL=F
2001-03-30,28.636839941797597,-0.7447344823590147,-1.4921058409083088,CL=F
2001-04-02,28.601016026964025,-1.4488735144823557,-1.5621423598937803,CL=F
2001-04-03,28.56520198798962,-0.9162387277409745,-1.4589627261910287,CL=F
2001-04-04,28.52939774614491,-0.7986135839520478,-0.6107833229594632,CL=F
2001-04-05,28.49360322353658,-0.9773005230465996,-0.25630247160814434,CL=F
2001-04-06,28.457818340992258,-0.6543164635762918,-0.7435024114735818,CL=F
2001-04-09,28.422043016985317,-0.22536803071892547,-0.8566748336785004,CL=F
2001-04-10,28.38627716848824,0.9628970050128329,-0.8691746312647446,CL=F
2001-04-11,28.350520711434985,0.8377534105674571,-1.0082738168266623,CL=F
2001-04-12,28.314773560831767,1.013286975724157,-1.078060536555924,CL=F
2001-04-16,28.279035631067256,1.171322320762703,-0.6603570363026137,CL=F
2001-04-17,28.24330683587109,0.23895978436431306,-0.24226684911723595,CL=F
2001-04-18,28.207587087093877,0.1220246471395659,-0.3796109712939888,CL=F
2001-04-19,28.171876293455835,0.11528046949152604,-0.457156839241307,CL=F
2001-04-20,28.136174360526734,0.13240009747574866,-0.9885737713569753,CL=F
2001-04-23,28.10048119117117,0.493267296233893,-0.9837478770534993,CL=F
2001-04-24,28.064796686756978,0.360819557097395,-1.5656156335028086,CL=F
2001-04-25,28.029120747753836,0.4119582578206244,-1.1510780900471183,CL=F
2001-04-26,27.993453274850424,1.048594128373177,-0.602046869165985,CL=F
2001-04-27,27.95779416800453,1.0191859183603942,-0.7069796286012497,CL=F
2001-04-30,27.92214332488515,0.711711463252291,-0.17385570366478476,CL=F
2001-05-01,27.886500640380284,1.319355050930628,-0.265855157253295,CL=F
2001-05-02,27.85086600526571,0.9832886784821355,-1.0341554466873006,CL=F
2001-05-03,27.815239306444628,1.5728556548827706,-0.9380941983879438,CL=F
2001-05-04,27.77962042881426,1.7706329107016843,-1.1902527291643814,CL=F
2001-05-07,27.744009255666338,1.857931904395263,-1.8319407022979277,CL=F
2001-05-08,27.70840566970644,1.9673558826942938,-2.2857621627522953,CL=F
2001-05-09,27.672809555227236,1.9806439982879358,-1.4234540112788423,CL=F
2001-05-10,27.637220799324457,2.1296581412995033,-1.2468784828602892,CL=F
2001-05-11,27.601639290184945,2.3373213221379743,-1.3889613752623724,CL=F
2001-05-14,27.56606491639749,2.510858079007471,-1.3669239109323037,CL=F
2001-05-15,27.530497567434434,2.213101980674652,-0.7636000058727568,CL=F
2001-05-16,27.494937133559986,1.928074246173826,-0.5630107693822488,CL=F
2001-05-17,27.45938350430848,1.6753176238175864,-0.22470128071395834,CL=F
2001-05-18,27.423836567511827,2.226034836674059,0.26012844322622186,CL=F
2001-05-21,27.388296208075015,1.9269906456096937,0.6647126885516208,CL=F
2001-05-22,27.35276230623723,2.0540631244735104,0.333174340407421,CL=F
2001-05-23,27.31723473644985,1.5577209390089448,0.7050442482472583,CL=F
2001-05-24,27.281713367985365,0.8468102246635315,0.2814762547632128,CL=F
2001-05-25,27.246198064686862,0.9583609124795573,0.17544018360018399,CL=F
2001-05-29,27.210688686436757,1.006214582821233,0.44309657815411896,CL=F
2001-05-30,27.175185090160284,0.9878890579424953,0.3869250889577671,CL=F
2001-05-31,27.139687129818945,1.0846833765078516,0.14563033290660243,CL=F
2001-06-01,27.104194657395276,0.9564446902378887,-0.130639042457382,CL=F
2001-06-04,27.06870752495526,0.7837611038596913,0.2775305319516477,CL=F
2001-06-05,27.033225586700397,0.9535423887702636,0.25323179564750475,CL=F
2001-06-06,26.997748699430037,0.5368368606464633,0.1854137532779916,CL=F
2001-06-07,26.9622767241074,0.8825224111258366,-0.09479913523323802,CL=F
2001-06-08,26.926809528414637,1.3992757617342064,0.07391432838143075,CL=F
2001-06-11,26.891346990075377,1.7296039108545065,0.4190500145974596,CL=F
2001-06-12,26.855888999105765,1.2583698608216942,1.065741445248321,CL=F
2001-06-13,26.820435459184402,0.937212644056991,1.0823520493464969,CL=F
2001-06-14,26.784986288722017,1.3084346012815051,0.9465800255238221,CL=F
2001-06-15,26.749541424413113,0.897747642281288,0.8627111621874342,CL=F
2001-06-18,26.71410082643944,0.3984257196293446,0.4374726909917612,CL=F
2001-06-19,26.678664484680194,0.420783532213675,0.38055152534245806,CL=F
2001-06-20,26.64323242665554,-0.17640135221848097,0.03316892556293993,CL=F
2001-06-21,26.607804725690166,0.20505113760600402,-0.2528563973537885,CL=F
2001-06-22,26.572381510846586,0.5833714363729214,-0.32575302351345314,CL=F
2001-06-25,26.536962977920286,0.9030550274097994,-0.19001800533008506,CL=F
2001-06-26,26.50154940064764,0.4368894121296307,0.0415607294590572,CL=F
2001-06-27,26.466141142125164,-0.5287565867120267,-0.3273839450615732,CL=F
2001-06-28,26.43073866763343,-0.7422938927158615,-0.1284453089751878,CL=F
2001-06-29,26.395342560794855,-0.5550757109076194,0.4097331501127641,CL=F
2001-07-02,26.35995353941123,-0.4787808354054024,0.06882805893362587,CL=F
2001-07-03,26.324572471935188,0.11551504179893574,-0.20008774261595974,CL=F
2001-07-05,26.28920039909255,0.4667142175986383,0.26408584107248245,CL=F
2001-07-06,26.25383855752073,1.5104851583147636,0.4456753686371613,CL=F
2001-07-09,26.218488402616646,1.3445034912091427,0.02700825876210189,CL=F
2001-07-10,26.183151634586416,1.350034362518952,-0.043186225987202675,CL=F
2001-07-11,26.147830229382265,1.2912364312889557,-0.32906605031965697,CL=F
2001-07-12,26.112526471382488,1.107160473656344,-0.4196877079782837,CL=F
2001-07-13,26.077242988749052,1.1617844014025225,-0.6490272375636827,CL=F
2001-07-16,26.04198279045966,0.06303736022842055,-0.04502068474569754,CL=F
2001-07-17,26.006749304660193,-0.6490985085389727,0.21234889870299867,CL=F
2001-07-18,25.971546414967076,-0.771254579423368,-0.3102924458952714,CL=F
2001-07-19,25.936378499099668,-0.9814358230814184,-0.2549419130787953,CL=F
2001-07-20,25.901250471322815,-0.5425110400696711,0.2312607213347455,CL=F
2001-07-23,25.86616782185329,-0.23901823764162505,0.49285125502173344,CL=F
2001-07-24,25.831136651668103,0.1608204977876288,0.3180423164866504,CL=F
2001-07-25,25.796163705010535,0.23631728617684028,0.8075191614005135,CL=F
2001-07-26,25.761256398526136,0.18274216555413564,0.7860009781560571,CL=F
2001-07-27,25.72642284094785,0.6864688902498837,0.6071087265659365,CL=F
2001-07-30,25.691671845175467,0.26319296610213466,0.6751343494889994,CL=F
2001-07-31,25.657012929197233,0.20475188163661628,0.48823557063587586,CL=F
2001-08-01,25.62245630059208,0.06647188392633158,1.0810722732452582,CL=F
2001-08-02,25.58801282166468,0.8573109230541103,1.2646753397538646,CL=F
2001-08-03,25.55369394743277,0.646552831117633,1.4197540606829975,CL=F
2001-08-06,25.51951163660957,0.9884732980384656,1.2320148364701318,CL=F
2001-08-07,25.48547823076458,0.8746858440457317,1.5798364592473035,CL=F
2001-08-08,25.451606296526307,0.8749073704857344,1.2134872485153032,CL=F
2001-08-09,25.427623644235723,1.3334161325174907,0.8789596128952226,CL=F
2001-08-10,25.403953001879724,1.9888793348977325,0.6571669002830909,CL=F
2001-08-13,25.38059535374701,1.9512605271827312,0.4881438138944745,CL=F
2001-08-14,25.35755150614478,1.9928937848307013,0.6595549379063534,CL=F
2001-08-15,25.334822092608437,1.526256890525166,0.6989204828087807,CL=F
2001-08-16,25.31240756712243,1.3636274486033293,0.773965747213694,CL=F
2001-08-17,25.29030821843769,0.7027494049736644,0.636941537355245,CL=F
2001-08-20,25.268524139313993,1.316578677372544,0.5948974884892451,CL=F
2001-08-21,25.24705521472035,1.653389753632541,0.9495554131168333,CL=F
2001-08-22,25.225901138471546,0.6008867616742332,0.5432129390876206,CL=F
2001-08-23,25.205061442007754,0.2317605778603735,1.1931771408984737,CL=F
2001-08-24,25.18453549567484,-0.0049735583277729645,1.7204376811832063,CL=F
2001-08-27,25.164322505915607,-0.14668422783849744,1.6523617982168375,CL=F
2001-08-28,25.144421532473626,0.4013228084073914,1.6242557354129268,CL=F
2001-08-29,25.124831500375315,0.4626695107962055,1.462498225889025,CL=F
2001-08-30,25.105551218076833,0.7147769065581893,0.7296711124255246,CL=F
2001-08-31,25.086579392687835,0.8899413345568656,1.2234800356947524,CL=F
2001-09-04,25.067914652145625,0.9207601505294183,0.9413255025007388,CL=F
2001-09-05,25.04955558974326,1.0848459140477662,0.8155992591484278,CL=F
2001-09-06,25.031500794634187,1.509817667521612,1.0386814615502544,CL=F
2001-09-07,25.013748853650725,1.986624252144654,1.0296275808501285,CL=F
2001-09-10,24.99629830342645,1.1723855454746945,1.4613153118654587,CL=F
2001-09-17,24.979147610495506,1.967455260115069,1.8633965953318068,CL=F
2001-09-18,24.962295180010482,1.39869850114497,1.3390070817840005,CL=F
2001-09-19,24.94573935977787,0.9682146937366468,0.8060452598399728,CL=F
2001-09-20,24.929478424809627,1.1687970997097312,0.4917246280685319,CL=F
2001-09-21,24.913510572409447,1.875866035867441,-0.819377294922397,CL=F
2001-09-24,24.897833955777642,1.2323605028365963,-4.120194229732402,CL=F
2001-09-25,24.882446726348775,1.0154152007133392,-4.08786246111973,CL=F
2001-09-26,24.867347050274425,1.532292087988326,-4.019639977496148,CL=F
2001-09-27,24.852533107021035,0.22028151624822356,-2.3328148521510954,CL=F
2001-09-28,24.83800306053854,-0.04482836944367019,-1.3631743859190877,CL=F
2001-10-01,24.823755027794363,-0.41002290987355994,-1.1337314312752937,CL=F
2001-10-02,24.809787099611306,-0.6178817734097819,-1.401904410674181,CL=F
2001-10-03,24.79609735967141,-0.9032454607047624,-1.8128519752605925,CL=F
2001-10-04,24.7826838669123,-1.2083777846367694,-0.9443069215089288,CL=F
2001-10-05,24.7695446865867,-1.0389532827502443,-1.3405920141880152,CL=F
2001-10-08,24.75667788785593,-0.57931661906094,-1.7273605058555361,CL=F
2001-10-09,24.744081529857002,-0.5172676238436724,-1.746814363777002,CL=F
2001-10-10,24.731753675925614,-0.7285506096055523,-1.4732023796745537,CL=F
2001-10-11,24.71969241468725,-0.7163310245685315,-0.6633612375308253,CL=F
2001-10-12,24.70789585260651,-0.7414400011617663,-1.466455851444742,CL=F
2001-10-15,24.696362106581596,-0.45346388019199046,-1.9528973108622623,CL=F
2001-10-16,24.685089316419692,-0.11000570279708594,-2.5750836136226063,CL=F
2001-10-17,24.67407564525712,-0.1919226052616697,-2.672153574053066,CL=F
2001-10-18,24.663319293654283,0.8652354434996762,-4.218555271211574,CL=F
2001-10-19,24.652818510686906,0.27870059902911126,-3.1015191860099627,CL=F
2001-10-22,24.642571582779556,-0.6375639697938094,-2.2450073841039107,CL=F
2001-10-23,24.632576828621453,-0.5608789114929644,-2.2216975356587625,CL=F
2001-10-24,24.622832592709905,-0.18278476080276618,-2.1100479082010857,CL=F
2001-10-25,24.613337231914432,-0.7762560990865432,-1.8270809039460545,CL=F
2001-10-26,24.60408908326699,-0.21596824224022104,-2.338121603966222,CL=F
2001-10-29,24.595086434779272,-0.5428433824826971,-1.9022434337663015,CL=F
2001-10-30,24.586327543089936,-0.8134713093407326,-1.9028553945158038,CL=F
2001-10-31,24.57781066030337,-1.0286122702996325,-2.369198084827957,CL=F
2001-11-01,24.56953404754908,-0.9579471195099949,-3.221587538390647,CL=F
2001-11-02,24.561495992593645,-1.514554349744469,-2.8669413376733957,CL=F
2001-11-05,24.553694823623474,-1.5247500405529635,-3.008944325306839,CL=F
2001-11-06,24.546128905392905,-1.669485933019912,-2.956642896079046,CL=F
2001-11-07,24.538796624452623,-1.4457284838266344,-3.0030679880380973,CL=F
2001-11-08,24.531696401347297,-1.2767172042557773,-2.0849791207975734,CL=F
2001-11-09,24.52482669427198,-0.8705640527191945,-1.4342633281982913,CL=F
2001-11-12,24.51818598822747,-1.044061191219188,-2.2441252547719515,CL=F
2001-11-13,24.51177277715948,-0.7798107801594147,-2.0619619207061177,CL=F
2001-11-14,24.50558556924015,-1.3063454920668702,-3.459240306055115,CL=F
2001-11-15,24.499622889683312,-1.576106555644091,-5.473515571099767,CL=F
2001-11-16,24.493883301553844,-0.8870577440153611,-5.576824870892974,CL=F
2001-11-19,24.488365430224487,-0.8816775786145057,-5.886688538255488,CL=F
2001-11-20,24.48306797034135,-0.2992489343748154,-5.033819417436259,CL=F
2001-11-21,24.477989688293267,-0.3245150059680948,-5.193475597852515,CL=F
2001-11-23,24.473129396172602,-0.646875079058517,-4.866255232641429,CL=F
2001-11-26,24.46848592801133,-0.6331253779866532,-5.145360015967061,CL=F
2001-11-27,24.46405811998375,-0.4401316658566523,-4.543926911890772,CL=F
2001-11-28,24.459844806454328,-0.3866842927689689,-4.853161200330867,CL=F
2001-11-29,24.455844826853916,-0.45709722342670367,-5.378746764193814,CL=F
2001-11-30,24.452057025319252,-0.1286021550292228,-4.883454336232411,CL=F
2001-12-03,24.44848021471515,0.0475066252586146,-4.405986687385873,CL=F
2001-12-04,24.445113202334987,-0.6512041561063053,-4.143909427698407,CL=F
2001-12-05,24.441954813173886,-0.4486341989537205,-4.503320843102003,CL=F
2001-12-06,24.439003892424083,-0.9364314552320974,-4.962571521664643,CL=F
2001-12-07,24.436259292595295,-1.5390636977425773,-3.8571946793253744,CL=F
2001-12-10,24.43371987201547,-1.8942402015685378,-4.169478831213535,CL=F
2001-12-11,24.431384483362518,-2.7999263707674498,-3.5514581888890113,CL=F
2001-12-12,24.429251958054532,-2.351469134220939,-3.7177822134820318,CL=F
2001-12-13,24.427321064486893,-2.4493893391069173,-3.857930886146576,CL=F
2001-12-14,24.42559051869651,-2.1901145744228363,-2.94547502874633,CL=F
2001-12-17,24.424059013378667,-1.7017414310830514,-3.5023182689411243,CL=F
2001-12-18,24.422725226404566,-1.4537133031936964,-3.609011312859309,CL=F
2001-12-19,24.421587827623494,-1.8869854910125148,-2.7346030995504336,CL=F
2001-12-20,24.420645457607186,-2.4795503178287976,-2.6610944531328826,CL=F
2001-12-21,24.41989673685655,-1.7323338239047401,-3.0675620737184133,CL=F
2001-12-24,24.41934029579131,-1.293542352663984,-3.5057971038939293,CL=F
2001-12-26,24.418974792978958,-1.081844297336425,-2.0671300378788615,CL=F
2001-12-27,24.418798938866665,-2.4796952475680367,-1.0391040727683531,CL=F
2001-12-28,24.418811517854284,-2.6091342934540402,-1.3996773769881337,CL=F
2001-12-31,24.419011390925586,-2.7939503946999147,-1.7850608436377797,CL=F
2002-01-02,24.419397502240802,-2.1560035531642723,-1.253393720194694,CL=F
2002-01-03,24.419968906553798,-2.109993630341915,-1.9399744369784848,CL=F
2002-01-04,24.42072480012958,-2.0640062278232674,-0.7367177330729149,CL=F
2002-01-07,24.421664522062045,-1.8807825934106768,-1.0608823864150416,CL=F
2002-01-08,24.422787556646142,-1.8410621796734499,-1.3317253769726918,CL=F
2002-01-09,24.424093535143186,-1.5674094191246768,-2.6766838108427287,CL=F
2002-01-10,24.425582252291715,-1.4016186374098245,-2.643964454115288,CL=F
2002-01-11,24.4272536996824,-1.6017047297375606,-3.145548664769059,CL=F
2002-01-14,24.429108067714704,-2.0335872950726754,-3.5055213829935923,CL=F
2002-01-15,24.43114572681776,-1.8759497232604754,-3.6551963850270113,CL=F
2002-01-16,24.433367224514402,-0.772034973453467,-4.801331640709371,CL=F
2002-01-17,24.43577327426664,-0.7467602556757988,-5.649012103063498,CL=F
2002-01-18,24.438364749168368,-0.63361960678328,-5.804745142385087,CL=F
2002-01-22,24.441142678514826,-0.5645922731326145,-5.276550023912485,CL=F
2002-01-23,24.44410824600187,-0.8014029954453474,-4.162705708320196,CL=F
2002-01-24,24.44726277007739,-0.21860446223087127,-4.508658994492027,CL=F
2002-01-25,24.45060768321901,0.3517863989462199,-4.802394082165229,CL=F
2002-01-28,24.45414452825641,0.3344010139565976,-4.738546305152461,CL=F
2002-01-29,24.45787496233318,-0.8663247642898485,-4.02155050321911,CL=F
2002-01-30,24.461800753827667,-1.1182480437966476,-4.193553091500746,CL=F
2002-01-31,24.46592378847899,-0.7027845029772317,-4.28313974326543,CL=F
2002-02-01,24.470246073166052,-0.5045103793858856,-3.5657360752498946,CL=F
